RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,TotalPrice,,,,,
25303,2022-11-21,Infused (non-edible),Each,248,9516.4,0,0,248,9516.4,,,,,
25303,2022-11-21,Buds,Pounds,0,0,0.07,406.03,0.07,406.03,,,,,
25303,2022-11-21,Shake/Trim (by strain),Grams,0,0,280,1508,280,1508,,,,,
25303,2022-11-21,Immature Plants,Each,12,357,0,0,12,357,,,,,
25303,2022-11-21,Infused Pre-Rolls,Grams,0,0,31.29,939,31.29,939,,,,,
25303,2022-11-21,Infused (edible),Each,26289,551450.42,0,0,26289,551450.42,,,,,
25303,2022-11-21,Shake/Trim,Grams,0,0,28,156,28,156,,,,,
25303,2022-11-21,Buds,Grams,0,0,168,1928.34,168,1928.34,,,,,
25303,2022-11-21,Shake/Trim,Grams,0,0,3664,19524.84,3664,19524.84,,,,,
25303,2022-11-21,Shake/Trim,Grams,0,0,14,100,14,100,,,,,
25303,2022-11-21,Buds,Grams,0,0,1182.5,10720.31,1182.5,10720.31,,,,,
25303,2022-11-21,Raw Pre-Rolls,Grams,0,0,394.4,4976.46,394.4,4976.46,,,,,
25303,2022-11-21,Infused Beverage,Each,18,107.29,0,0,18,107.29,,,,,
25303,2022-11-21,Concentrate (Each),Each,13,535,0,0,13,535,,,,,
25303,2022-11-21,Vape Product,Each,113,4748.79,0,0,113,4748.79,,,,,
25303,2022-11-21,Concentrate,Milligrams,0,0,5500,246.37,5500,246.37,,,,,
25303,2022-11-21,Concentrate (Each),Each,4594,198033.28,0,0,4612.5,198033.28,,,,,
25303,2022-11-21,Raw Pre-Rolls,Grams,0,0,271,2865.71,271,2865.71,,,,,
25303,2022-11-21,Infused Pre-Rolls,Grams,0,0,1388.21,32897.33,1388.21,32897.33,,,,,
25303,2022-11-21,Infused (edible),Each,179,4099.72,0,0,179,4099.72,,,,,
25303,2022-11-21,Concentrate (Bulk),Grams,0,0,23,814.76,23,814.76,,,,,
25338,2022-11-22,Concentrate (Each),Each,5666,234645.07,0,0,5666,234645.07,,,,,
25338,2022-11-22,Suppository,Each,1,57,0,0,1,57,,,,,
25338,2022-11-22,Buds,Pounds,0,0,0.07,279.99,0.07,279.99,,,,,
25338,2022-11-22,Infused Pre-Rolls,Grams,0,0,48.57,1401,48.57,1401,,,,,
25338,2022-11-22,Infused (edible),Each,335,7063.94,0,0,335,7063.94,,,,,
25338,2022-11-22,Vape Product,Each,210,7810.03,0,0,210,7810.03,,,,,
25338,2022-11-22,Infused Pre-Rolls,Milligrams,0,0,4000,70,4000,70,,,,,
25338,2022-11-22,Infused Pre-Rolls,Grams,0,0,1835.96,43529.67,1835.96,43529.67,,,,,
25338,2022-11-22,Kief,Grams,0,0,6,150,6,150,,,,,
25338,2022-11-22,Raw Pre-Rolls,Grams,0,0,432.65,4837.78,432.65,4837.78,,,,,
25338,2022-11-22,Infused Pre-Rolls,Grams,0,0,20.5,377.56,20.5,377.56,,,,,
25338,2022-11-22,Infused (edible),Each,342,7779,0,0,342,7779,,,,,
25338,2022-11-22,Buds,Grams,0,0,232819.93,1782602.58,232819.93,1782602.58,,,,,
25338,2022-11-22,Shake/Trim,Grams,0,0,91,491,91,491,,,,,
25338,2022-11-22,Vape Product,Each,26637,1036252.16,0,0,26637,1036252.16,,,,,
25338,2022-11-22,Kief,Grams,0,0,187.4,4085.87,187.4,4085.87,,,,,
25338,2022-11-22,Concentrate (Bulk),Grams,0,0,131,1078.92,131,1078.92,,,,,
25338,2022-11-22,Infused (non-edible),Each,362,11211.01,0,0,362,11211.01,,,,,
25338,2022-11-22,Concentrate (Each),Each,30,1256.14,0,0,30,1256.14,,,,,
25338,2022-11-22,Infused Beverage,Each,6152,43866.16,0,0,6152,43866.16,,,,,
25338,2022-11-22,Infused (edible),Each,35928,720766.49,0,0,35928,720766.49,,,,,
25338,2022-11-22,Concentrate,Milligrams,0,0,3500,181.62,3500,181.62,,,,,
25338,2022-11-22,Raw Pre-Rolls,Grams,0,0,433.25,4267.24,433.25,4267.24,,,,,
25338,2022-11-22,Shake/Trim (by strain),Grams,0,0,9731.8,52112.74,9731.8,52112.74,,,,,
25338,2022-11-22,Shake/Trim (by strain),Grams,0,0,203,1068,203,1068,,,,,
25338,2022-11-22,Raw Pre-Rolls,Grams,0,0,67701.5,706445.31,67701.5,706445.31,,,,,
25338,2022-11-22,Infused Beverage,Each,37,552.88,0,0,37,552.88,,,,,
25338,2022-11-22,Buds,Grams,0,0,1096,10545.34,1096,10545.34,,,,,
25338,2022-11-22,Buds,Grams,0,0,1388.2,11397.34,1388.2,11397.34,,,,,
25338,2022-11-22,Concentrate,Grams,0,0,220.5,10060.4,220.5,10060.4,,,,,
25338,2022-11-22,Concentrate (Each),Each,64,2699,0,0,64,2699,,,,,
25338,2022-11-22,Kief,Milligrams,0,0,1000,30,1000,30,,,,,
25338,2022-11-22,Infused Beverage,Each,77,753,0,0,77,753,,,,,
25338,2022-11-22,Vape Product,Each,289,11575,0,0,289,11575,,,,,
25338,2022-11-22,Shake/Trim,Grams,0,0,3473,17674.74,3473,17674.74,,,,,
25338,2022-11-22,Immature Plants,Each,9,285,0,0,9,285,,,,,
25374,2022-11-23,Shake/Trim,Grams,0,0,5855.5,29956.61,5855.5,29956.61,,,,,
25374,2022-11-23,Kief,Grams,0,0,255.1,5405.43,255.1,5405.43,,,,,
25374,2022-11-23,Kief,Milligrams,0,0,1000,30,1000,30,,,,,
25374,2022-11-23,Concentrate (Each),Each,9129,346425.98,0,0,9129,346425.98,,,,,
25374,2022-11-23,Shake/Trim (by strain),Grams,0,0,13236.7,69863.33,13236.7,69863.33,,,,,
25374,2022-11-23,Raw Pre-Rolls,Grams,0,0,648.7,7501.7,648.7,7501.7,,,,,
25374,2022-11-23,Infused Pre-Rolls,Milligrams,0,0,20000,452.84,20000,452.84,,,,,
25374,2022-11-23,Shake/Trim,Grams,0,0,35,186,35,186,,,,,
25374,2022-11-23,Infused Pre-Rolls,Grams,0,0,3611.62,82096.32,3611.62,82096.32,,,,,
25374,2022-11-23,Concentrate (Each),Each,40,1353.81,0,0,40,1353.81,,,,,
25374,2022-11-23,Infused Pre-Rolls,Grams,0,0,21,444,21,444,,,,,
25374,2022-11-23,Vape Product,Each,284,9892.2,0,0,284,9892.2,,,,,
25374,2022-11-23,Infused Beverage,Each,98,933.36,0,0,98,933.36,,,,,
25374,2022-11-23,Kief,Grams,0,0,15,330,15,330,,,,,
25374,2022-11-23,Infused (edible),Each,423,8341.88,0,0,423,8341.88,,,,,
25374,2022-11-23,Buds,Grams,0,0,2323,19694.04,2323,19694.04,,,,,
25374,2022-11-23,Infused Beverage,Each,12362,85996.39,0,0,12406.98,85996.39,,,,,
25374,2022-11-23,Infused (edible),Each,52860,1028410.45,0,0,52860,1028410.45,,,,,
25374,2022-11-23,Shake/Trim,Grams,0,0,42,330,42,330,,,,,
25374,2022-11-23,Vape Product,Each,151,5885.52,0,0,151,5885.52,,,,,
25374,2022-11-23,Buds,Grams,0,0,416469.59,2705124.8,416469.59,2705124.8,,,,,
25374,2022-11-23,Concentrate (Bulk),Grams,0,0,241.5,2618.63,241.5,2618.63,,,,,
25374,2022-11-23,Buds,Grams,0,0,854.6,8740.05,854.6,8740.05,,,,,
25374,2022-11-23,Raw Pre-Rolls,Grams,0,0,108828.65,1080530.19,108828.65,1080530.19,,,,,
25374,2022-11-23,Raw Pre-Rolls,Grams,0,0,348.5,4188.12,348.5,4188.12,,,,,
25374,2022-11-23,Vape Product,Each,40048,1504424.79,0,0,40048,1504424.79,,,,,
25374,2022-11-23,Immature Plants,Each,12,365,0,0,12,365,,,,,
25374,2022-11-23,Concentrate,Grams,0,0,4,180,4,180,,,,,
25374,2022-11-23,Infused Pre-Rolls,Grams,0,0,34.4,726.25,34.4,726.25,,,,,
25374,2022-11-23,Infused Beverage,Each,197,1968,0,0,197,1968,,,,,
25374,2022-11-23,Concentrate,Milligrams,0,0,10000,492.73,10000,492.73,,,,,
25374,2022-11-23,Shake/Trim (by strain),Grams,0,0,357,1874,357,1874,,,,,
25374,2022-11-23,Infused (edible),Each,421,8947.2,0,0,421,8947.2,,,,,
25374,2022-11-23,Concentrate (Each),Each,78,2587.1,0,0,78,2587.1,,,,,
25374,2022-11-23,Infused (non-edible),Each,471,15024.93,0,0,471,15024.93,,,,,
25374,2022-11-23,Concentrate,Grams,0,0,466.6,19253.73,466.6,19253.73,,,,,
25374,2022-11-23,Buds,Pounds,0,0,0.08,326.8,0.08,326.8,,,,,
25411,2022-11-24,Infused (edible),Each,70,1362.54,0,0,70,1362.54,,,,,
25411,2022-11-24,Concentrate (Bulk),Grams,0,0,4,125,4,125,,,,,
25411,2022-11-24,Kief,Grams,0,0,19.1,453.27,19.1,453.27,,,,,
25411,2022-11-24,Infused Beverage,Each,54,641.64,0,0,54,641.64,,,,,
25411,2022-11-24,Concentrate (Each),Each,431,14818.19,0,0,431,14818.19,,,,,
25411,2022-11-24,Concentrate,Grams,0,0,11,421.01,11,421.01,,,,,
25411,2022-11-24,Concentrate (Each),Each,8,216,0,0,8,216,,,,,
25411,2022-11-24,Infused Beverage,Each,281,2201.28,0,0,281,2201.28,,,,,
25411,2022-11-24,Raw Pre-Rolls,Grams,0,0,124.5,1328.14,124.5,1328.14,,,,,
25411,2022-11-24,Buds,Grams,0,0,51,394,51,394,,,,,
25411,2022-11-24,Buds,Grams,0,0,228.4,2192.15,228.4,2192.15,,,,,
25411,2022-11-24,Vape Product,Each,20,716.29,0,0,20,716.29,,,,,
25411,2022-11-24,Concentrate (Each),Each,8,350,0,0,8,350,,,,,
25411,2022-11-24,Raw Pre-Rolls,Grams,0,0,5119.95,56349.85,5119.95,56349.85,,,,,
25411,2022-11-24,Infused (edible),Each,1676,26889.84,0,0,1676,26889.84,,,,,
25411,2022-11-24,Shake/Trim,Grams,0,0,171,1104.2,171,1104.2,,,,,
25411,2022-11-24,Vape Product,Each,1353,51182.95,0,0,1353,51182.95,,,,,
25411,2022-11-24,Buds,Grams,0,0,30891.1,177695.24,30891.1,177695.24,,,,,
25411,2022-11-24,Infused (edible),Each,2,54,0,0,2,54,,,,,
25411,2022-11-24,Infused Pre-Rolls,Grams,0,0,27.8,556.75,27.8,556.75,,,,,
25411,2022-11-24,Shake/Trim (by strain),Grams,0,0,356,2009.32,356,2009.32,,,,,
25411,2022-11-24,Infused (non-edible),Each,10,260.01,0,0,10,260.01,,,,,
25411,2022-11-24,Infused (non-edible),Each,7,105,0,0,7,105,,,,,
25411,2022-11-24,Infused Pre-Rolls,Grams,0,0,159.24,4025.77,159.24,4025.77,,,,,
25411,2022-11-24,Vape Product,Each,32,1054,0,0,32,1054,,,,,
25436,2022-11-25,Infused Pre-Rolls,Milligrams,0,0,16000,364.16,16000,364.16,,,,,
25436,2022-11-25,Concentrate (Each),Each,86,2366.5,0,0,86,2366.5,,,,,
25436,2022-11-25,Shake/Trim,Grams,0,0,5360.5,27852.85,5360.5,27852.85,,,,,
25436,2022-11-25,Shake/Trim,Grams,0,0,119,658,119,658,,,,,
25436,2022-11-25,Infused (edible),Each,338,7323.89,0,0,338,7323.89,,,,,
25436,2022-11-25,Raw Pre-Rolls,Grams,0,0,358.25,4880.28,358.25,4880.28,,,,,
25436,2022-11-25,Kief,Grams,0,0,4,83.2,4,83.2,,,,,
25436,2022-11-25,Shake/Trim (by strain),Grams,0,0,318.5,1749,318.5,1749,,,,,
25436,2022-11-25,Infused Beverage,Each,7366,53397.01,0,0,7384.99,53397.01,,,,,
25436,2022-11-25,Raw Pre-Rolls,Grams,0,0,97284.1,924679.65,97284.1,924679.65,,,,,
25436,2022-11-25,Vape Product,Each,230,12034.65,0,0,230,12034.65,,,,,
25436,2022-11-25,Infused Beverage,Each,76,718.75,0,0,76,718.75,,,,,
25436,2022-11-25,Infused Pre-Rolls,Grams,0,0,66.34,1306,66.34,1306,,,,,
25436,2022-11-25,Shake/Trim,Grams,0,0,21,165,21,165,,,,,
25436,2022-11-25,Concentrate,Milligrams,0,0,4500,250,4500,250,,,,,
25436,2022-11-25,Infused (non-edible),Each,572,20863.64,0,0,572,20863.64,,,,,
25436,2022-11-25,Raw Pre-Rolls,Grams,0,0,620.75,7685.57,620.75,7685.57,,,,,
25436,2022-11-25,Concentrate (Each),Each,31,939.67,0,0,31,939.67,,,,,
25436,2022-11-25,Infused Pre-Rolls,Grams,0,0,2804,63743.62,2804,63743.62,,,,,
25436,2022-11-25,Shake/Trim (by strain),Grams,0,0,12986.9,67179.98,12986.9,67179.98,,,,,
25436,2022-11-25,Buds,Grams,0,0,2378,18343.28,2378,18343.28,,,,,
25436,2022-11-25,Vape Product,Each,269,9918.25,0,0,269,9918.25,,,,,
25436,2022-11-25,Infused (edible),Each,45470,891325,0,0,45470,891325,,,,,
25436,2022-11-25,Buds,Grams,0,0,383858.9,2609820.12,383858.9,2609820.12,,,,,
25436,2022-11-25,Raw Pre-Rolls,Milligrams,0,0,2000,30,2000,30,,,,,
25436,2022-11-25,Vape Product,Each,35381,1341797.19,0,0,35381,1341797.19,,,,,
25436,2022-11-25,Concentrate,Grams,0,0,488,20318.65,488,20318.65,,,,,
25436,2022-11-25,Buds,Pounds,0,0,0.02,120,0.02,120,,,,,
25436,2022-11-25,Kief,Grams,0,0,289.1,5786.34,289.1,5786.34,,,,,
25436,2022-11-25,Concentrate (Bulk),Grams,0,0,478.5,3243.91,478.5,3243.91,,,,,
25436,2022-11-25,Infused (edible),Each,334,6234.91,0,0,334,6234.91,,,,,
25436,2022-11-25,Buds,Grams,0,0,989.5,11651.29,989.5,11651.29,,,,,
25436,2022-11-25,Immature Plants,Each,14,420,0,0,14,420,,,,,
25436,2022-11-25,Infused Pre-Rolls,Grams,0,0,24.7,493.75,24.7,493.75,,,,,
25436,2022-11-25,Kief,Grams,0,0,2,50,2,50,,,,,
25436,2022-11-25,Concentrate (Each),Each,9641,357351.75,0,0,9641,357351.75,,,,,
25436,2022-11-25,Infused Beverage,Each,57,1038.8,0,0,57,1038.8,,,,,
25473,2022-11-26,Buds,Grams,0,0,1593,14678.7,1593,14678.7,,,,,
25473,2022-11-26,Infused Beverage,Each,6015,44465.6,0,0,6015,44465.6,,,,,
25473,2022-11-26,Infused Pre-Rolls,Milligrams,0,0,9000,218.22,9000,218.22,,,,,
25473,2022-11-26,Vape Product,Each,25685,1002490.05,0,0,25685,1002490.05,,,,,
25473,2022-11-26,Immature Plants,Each,20,680,0,0,20,680,,,,,
25473,2022-11-26,Infused Pre-Rolls,Grams,0,0,17.7,503,17.7,503,,,,,
25473,2022-11-26,Shake/Trim (by strain),Grams,0,0,423.5,2527,423.5,2527,,,,,
25473,2022-11-26,Concentrate (Bulk),Grams,0,0,357,2009.17,357,2009.17,,,,,
25473,2022-11-26,Raw Pre-Rolls,Grams,0,0,530.1,6840.5,530.1,6840.5,,,,,
25473,2022-11-26,Kief,Grams,0,0,202.7,4250.63,202.7,4250.63,,,,,
25473,2022-11-26,Raw Pre-Rolls,Grams,0,0,64527.55,685444.97,64527.55,685444.97,,,,,
25473,2022-11-26,Infused (edible),Each,286,6812.5,0,0,286,6812.5,,,,,
25473,2022-11-26,Kief,Grams,0,0,4,104,4,104,,,,,
25473,2022-11-26,Shake/Trim,Grams,0,0,140,772,140,772,,,,,
25473,2022-11-26,Infused (non-edible),Each,463,17890.19,0,0,463,17890.19,,,,,
25473,2022-11-26,Concentrate,Grams,0,0,5,235,5,235,,,,,
25473,2022-11-26,Shake/Trim (by strain),Grams,0,0,8454.7,45989.56,8454.7,45989.56,,,,,
25473,2022-11-26,Concentrate,Grams,0,0,308.6,13689.48,308.6,13689.48,,,,,
25473,2022-11-26,Infused (edible),Each,38994,842432.8,0,0,38994,842432.8,,,,,
25473,2022-11-26,Buds,Grams,0,0,224144.33,1775415.72,224144.33,1775415.72,,,,,
25473,2022-11-26,Buds,Grams,0,0,788,8298.42,788,8298.42,,,,,
25473,2022-11-26,Raw Pre-Rolls,Grams,0,0,174.75,2535.03,174.75,2535.03,,,,,
25473,2022-11-26,Infused (non-edible),Each,2,30,0,0,2,30,,,,,
25473,2022-11-26,Infused (edible),Each,221,4991.72,0,0,221,4991.72,,,,,
25473,2022-11-26,Infused Pre-Rolls,Grams,0,0,2152.26,50556.41,2152.26,50556.41,,,,,
25473,2022-11-26,Vape Product,Each,110,6452.75,0,0,110,6452.75,,,,,
25473,2022-11-26,Infused Beverage,Each,19,248.9,0,0,19,248.9,,,,,
25473,2022-11-26,Shake/Trim,Grams,0,0,70,550,70,550,,,,,
25473,2022-11-26,Vape Product,Each,220,7858,0,0,220,7858,,,,,
25473,2022-11-26,Concentrate (Each),Each,33,1293.38,0,0,33,1293.38,,,,,
25473,2022-11-26,Infused (non-edible),Each,5,120,0,0,5,120,,,,,
25473,2022-11-26,Concentrate,Milligrams,0,0,5000,238.22,5000,238.22,,,,,
25473,2022-11-26,Infused Beverage,Each,92,988,0,0,92,988,,,,,
25473,2022-11-26,Concentrate (Each),Each,6365,247083.17,0,0,6392.5,247083.17,,,,,
25473,2022-11-26,Concentrate (Each),Each,51,2508.75,0,0,51,2508.75,,,,,
25473,2022-11-26,Infused Pre-Rolls,Grams,0,0,91.5,1783,91.5,1783,,,,,
25473,2022-11-26,Shake/Trim,Grams,0,0,3526.5,18375.06,3526.5,18375.06,,,,,
25510,2022-11-27,Infused (edible),Each,306,6108.03,0,0,306,6108.03,,,,,
25510,2022-11-27,Infused Beverage,Each,63,912.6,0,0,63,912.6,,,,,
25510,2022-11-27,Concentrate (Bulk),Grams,0,0,92.5,881,92.5,881,,,,,
25510,2022-11-27,Infused Pre-Rolls,Milligrams,0,0,12000,280.15,12000,280.15,,,,,
25510,2022-11-27,Shake/Trim (by strain),Grams,0,0,336,1813,336,1813,,,,,
25510,2022-11-27,Suppository,Each,2,115.5,0,0,2,115.5,,,,,
25510,2022-11-27,Concentrate (Each),Each,21,868.5,0,0,21,868.5,,,,,
25510,2022-11-27,Immature Plants,Each,5,150,0,0,5,150,,,,,
25510,2022-11-27,Raw Pre-Rolls,Grams,0,0,47825.1,505805.09,47825.1,505805.09,,,,,
25510,2022-11-27,Shake/Trim (by strain),Grams,0,0,7379.6,39524.08,7379.6,39524.08,,,,,
25510,2022-11-27,Buds,Grams,0,0,447.9,5285,447.9,5285,,,,,
25510,2022-11-27,Infused Pre-Rolls,Grams,0,0,1551.18,36819.64,1551.18,36819.64,,,,,
25510,2022-11-27,Concentrate (Each),Each,4852,186311.94,0,0,4852,186311.94,,,,,
25510,2022-11-27,Shake/Trim,Grams,0,0,3159.5,16584.13,3159.5,16584.13,,,,,
25510,2022-11-27,Infused Pre-Rolls,Grams,0,0,24.5,640,24.5,640,,,,,
25510,2022-11-27,Infused Pre-Rolls,Grams,0,0,13,286,13,286,,,,,
25510,2022-11-27,Concentrate (Each),Each,37,1709,0,0,37,1709,,,,,
25510,2022-11-27,Infused (edible),Each,25730,527238.75,0,0,25730,527238.75,,,,,
25510,2022-11-27,Buds,Pounds,0,0,0.06,355,0.06,355,,,,,
25510,2022-11-27,Concentrate,Milligrams,0,0,4000,220,4000,220,,,,,
25510,2022-11-27,Raw Pre-Rolls,Grams,0,0,222.5,3426.03,222.5,3426.03,,,,,
25510,2022-11-27,Buds,Grams,0,0,178457.94,1416467.57,178457.94,1416467.57,,,,,
25510,2022-11-27,Concentrate,Grams,0,0,198,8846.4,198,8846.4,,,,,
25510,2022-11-27,Infused (edible),Each,300,6124.15,0,0,300,6124.15,,,,,
25510,2022-11-27,Buds,Grams,0,0,1354.5,10625.49,1354.5,10625.49,,,,,
25510,2022-11-27,Vape Product,Each,19606,782876.61,0,0,19606,782876.61,,,,,
25510,2022-11-27,Raw Pre-Rolls,Grams,0,0,370.7,5036,370.7,5036,,,,,
25510,2022-11-27,Kief,Grams,0,0,142.6,2965.3,142.6,2965.3,,,,,
25510,2022-11-27,Vape Product,Each,196,7019,0,0,196,7019,,,,,
25510,2022-11-27,Shake/Trim,Grams,0,0,42,248,42,248,,,,,
25510,2022-11-27,Vape Product,Each,57,3163.35,0,0,57,3163.35,,,,,
25510,2022-11-27,Infused (non-edible),Each,260,9700.95,0,0,260,9700.95,,,,,
25510,2022-11-27,Infused Beverage,Each,38,552,0,0,38,552,,,,,
25510,2022-11-27,Kief,Grams,0,0,6,112.5,6,112.5,,,,,
25510,2022-11-27,Infused Beverage,Each,3591,27290.91,0,0,3615.99,27290.91,,,,,
25545,2022-11-28,Infused Beverage,Each,16,270,0,0,16,270,,,,,
25545,2022-11-28,Infused (non-edible),Each,4,70,0,0,4,70,,,,,
25545,2022-11-28,Infused Beverage,Each,2686,19347.13,0,0,2686,19347.13,,,,,
25545,2022-11-28,Concentrate,Grams,0,0,1,56,1,56,,,,,
25545,2022-11-28,Shake/Trim,Grams,0,0,21,135,21,135,,,,,
25545,2022-11-28,Raw Pre-Rolls,Grams,0,0,464.85,5862.48,464.85,5862.48,,,,,
25545,2022-11-28,Concentrate (Each),Each,34,1215,0,0,34,1215,,,,,
25545,2022-11-28,Concentrate,Milligrams,0,0,7000,297.2,7000,297.2,,,,,
25545,2022-11-28,Infused Beverage,Each,10,182.4,0,0,10,182.4,,,,,
25545,2022-11-28,Concentrate (Each),Each,4849,197483.18,0,0,4849,197483.18,,,,,
25545,2022-11-28,Concentrate,Grams,0,0,231.1,10273.84,231.1,10273.84,,,,,
25545,2022-11-28,Infused Pre-Rolls,Milligrams,0,0,7000,175,7000,175,,,,,
25545,2022-11-28,Raw Pre-Rolls,Grams,0,0,196,2508,196,2508,,,,,
25545,2022-11-28,Buds,Grams,0,0,1238,11134.37,1238,11134.37,,,,,
25545,2022-11-28,Shake/Trim (by strain),Grams,0,0,266,1452,266,1452,,,,,
25545,2022-11-28,Concentrate (Each),Each,37,1289.05,0,0,37,1289.05,,,,,
25545,2022-11-28,Infused Pre-Rolls,Grams,0,0,1499.46,33904.52,1499.46,33904.52,,,,,
25545,2022-11-28,Kief,Grams,0,0,181.8,3780.59,181.8,3780.59,,,,,
25545,2022-11-28,Infused Pre-Rolls,Grams,0,0,29.43,623,29.43,623,,,,,
25545,2022-11-28,Concentrate (Bulk),Grams,0,0,87.5,945.13,87.5,945.13,,,,,
25545,2022-11-28,Suppository,Each,3,163.5,0,0,3,163.5,,,,,
25545,2022-11-28,Vape Product,Each,88,3192.88,0,0,88,3192.88,,,,,
25545,2022-11-28,Infused (edible),Each,163,3122.63,0,0,163,3122.63,,,,,
25545,2022-11-28,Buds,Grams,0,0,288,3472,288,3472,,,,,
25545,2022-11-28,Infused (edible),Each,269,6406,0,0,269,6406,,,,,
25545,2022-11-28,Infused Pre-Rolls,Grams,0,0,32.5,650,32.5,650,,,,,
25545,2022-11-28,Shake/Trim (by strain),Grams,0,0,8538,43503.37,8538,43503.37,,,,,
25545,2022-11-28,Buds,Pounds,0,0,0.02,115,0.02,115,,,,,
25545,2022-11-28,Immature Plants,Each,9,270,0,0,9,270,,,,,
25545,2022-11-28,Infused (edible),Each,23104,460118.7,0,0,23104,460118.7,,,,,
25545,2022-11-28,Vape Product,Each,19906,772881.25,0,0,19906,772881.25,,,,,
25545,2022-11-28,Buds,Grams,0,0,176537.29,1376625.73,176537.29,1376625.73,,,,,
25545,2022-11-28,Raw Pre-Rolls,Grams,0,0,46336.25,492133.22,46336.25,492133.22,,,,,
25545,2022-11-28,Vape Product,Each,135,4746,0,0,135,4746,,,,,
25545,2022-11-28,Infused (non-edible),Each,261,9034.81,0,0,261,9034.81,,,,,
25545,2022-11-28,Shake/Trim,Grams,0,0,3965.5,20474.21,3965.5,20474.21,,,,,
25581,2022-11-29,Buds,Grams,0,0,163656.73,1307558.09,163656.73,1307558.09,,,,,
25581,2022-11-29,Immature Plants,Each,8,237,0,0,8,237,,,,,
25581,2022-11-29,Infused (edible),Each,20767,431810.7,0,0,20767,431810.7,,,,,
25581,2022-11-29,Infused Pre-Rolls,Grams,0,0,1468.96,32959.07,1468.96,32959.07,,,,,
25581,2022-11-29,Shake/Trim,Grams,0,0,98,580,98,580,,,,,
25581,2022-11-29,Vape Product,Each,242,8844.6,0,0,242,8844.6,,,,,
25581,2022-11-29,Concentrate (Each),Each,18,721.45,0,0,18,721.45,,,,,
25581,2022-11-29,Shake/Trim,Grams,0,0,28,220,28,220,,,,,
25581,2022-11-29,Infused (non-edible),Each,205,7518.13,0,0,205,7518.13,,,,,
25581,2022-11-29,Buds,Pounds,0,0,0.03,180,0.03,180,,,,,
25581,2022-11-29,Concentrate (Each),Each,4089,164917.97,0,0,4089,164917.97,,,,,
25581,2022-11-29,Infused Pre-Rolls,Grams,0,0,17,447,17,447,,,,,
25581,2022-11-29,Raw Pre-Rolls,Grams,0,0,48287.8,509051.31,48287.8,509051.31,,,,,
25581,2022-11-29,Shake/Trim,Grams,0,0,3182.5,16203.53,3182.5,16203.53,,,,,
25581,2022-11-29,Infused Beverage,Each,58,294.07,0,0,58,294.07,,,,,
25581,2022-11-29,Kief,Grams,0,0,119.6,2542.92,119.6,2542.92,,,,,
25581,2022-11-29,Vape Product,Each,107,5256.5,0,0,107,5256.5,,,,,
25581,2022-11-29,Infused Beverage,Each,46,723,0,0,46,723,,,,,
25581,2022-11-29,Concentrate (Bulk),Grams,0,0,207.5,1790.3,207.5,1790.3,,,,,
25581,2022-11-29,Vape Product,Each,16789,676550.64,0,0,16789,676550.64,,,,,
25581,2022-11-29,Infused Pre-Rolls,Milligrams,0,0,12000,295,12000,295,,,,,
25581,2022-11-29,Infused (edible),Each,239,4465.71,0,0,239,4465.71,,,,,
25581,2022-11-29,Shake/Trim (by strain),Grams,0,0,168,883,168,883,,,,,
25581,2022-11-29,Raw Pre-Rolls,Grams,0,0,196.5,2490.89,196.5,2490.89,,,,,
25581,2022-11-29,Infused (non-edible),Each,10,462.5,0,0,10,462.5,,,,,
25581,2022-11-29,Shake/Trim (by strain),Grams,0,0,8261.3,42773.22,8261.3,42773.22,,,,,
25581,2022-11-29,Suppository,Each,1,60,0,0,1,60,,,,,
25581,2022-11-29,Concentrate (Each),Each,38,1743,0,0,38,1743,,,,,
25581,2022-11-29,Buds,Grams,0,0,993,8476.55,993,8476.55,,,,,
25581,2022-11-29,Concentrate,Grams,0,0,199.5,8748.26,199.5,8748.26,,,,,
25581,2022-11-29,Raw Pre-Rolls,Grams,0,0,85.5,1212.5,85.5,1212.5,,,,,
25581,2022-11-29,Concentrate,Milligrams,0,0,4000,202.5,4000,202.5,,,,,
25581,2022-11-29,Infused (edible),Each,226,5651,0,0,226,5651,,,,,
25581,2022-11-29,Infused Pre-Rolls,Grams,0,0,0.94,70,0.94,70,,,,,
25581,2022-11-29,Infused Beverage,Each,2663,20187.85,0,0,2663,20187.85,,,,,
25581,2022-11-29,Buds,Grams,0,0,254,3172.8,254,3172.8,,,,,
25617,2022-11-30,Kief,Grams,0,0,118,2527.86,118,2527.86,,,,,
25617,2022-11-30,Infused (edible),Each,324,7345,0,0,324,7345,,,,,
25617,2022-11-30,Infused (edible),Each,21197,436373.41,0,0,21197,436373.41,,,,,
25617,2022-11-30,Vape Product,Each,97,3687.95,0,0,97,3687.95,,,,,
25617,2022-11-30,Shake/Trim (by strain),Grams,0,0,252,1336,252,1336,,,,,
25617,2022-11-30,Vape Product,Each,193,6824,0,0,193,6824,,,,,
25617,2022-11-30,Concentrate,Grams,0,0,286,9847.15,286,9847.15,,,,,
25617,2022-11-30,Concentrate (Each),Each,14,514,0,0,14,514,,,,,
25617,2022-11-30,Infused Beverage,Each,2984,20690.48,0,0,2984,20690.48,,,,,
25617,2022-11-30,Concentrate (Each),Each,26,1161,0,0,26,1161,,,,,
